pop1,pop2,mean_pairwise_IBD_length,pop1_size,pop2_size,IBD_len_SE
Veps,Lithuania-AJ,3.541,12,27,0.174
Hungarian,Jew-Bulgarian,2.769,21,26,0.133
BedouinB,Hungarian,0.781,12,21,0.087
Tabasaran,Pole,2.908,12,19,0.196
Italian-North,Roman-Iberia,2.255,12,28,0.139
Belarusian,Russian-Central,14.726,14,58,0.241
Armenian,Pole,1.82,18,19,0.121
Chuvash,Bashkir,14.498,18,56,0.272
Russian-Arctic,Uzbek-East,2.899,17,21,0.148
Icelandic,Egyptian,1.108,12,18,0.113
Kabardian,Turk-Northwest,2.369,13,18,0.173
Finn,Roman-Iberia,3.357,11,28,0.191
Iranian-North,Sicilian-West,1.324,12,14,0.154
Tuscan,Egyptian,1.042,15,18,0.109
Lithuanian,Jew-Bulgarian,2.891,13,26,0.161
Croat,Yemenite-Desert,0.791,14,27,0.075
Czechia-AJ,Kazakh-East,1.089,13,13,0.136
Greek-South,Armenian,1.475,16,18,0.126
Gujarati,Georgian,0.748,17,26,0.07
Egyptian,BedouinA,1.739,18,23,0.124
Sardinian,Russia-AJ,1.938,20,39,0.088
Greek-North,Czechia-AJ,2.408,13,13,0.2
Jew-Bulgarian,Palestinian,1.615,26,33,0.074
Abkhasian,Lezgin,2.211,12,13,0.201
Romania-AJ,Bashkir,1.873,23,56,0.066
Udmurt,Mozabite,0.731,14,21,0.083
Slovakian,Turk-Northwest,3.542,15,18,0.217
Ukranian-Central,Croat,9.867,12,14,0.43
Kazakh-West,Sicilian-West,0.695,13,14,0.094
Ukraine-AJ,Poland-AJ,85.345,38,57,0.561
Lezgin,Spanish-Central,1.625,13,21,0.133
Brahui,Poland-AJ,1.261,21,57,0.058
German,Brahui,1.408,13,21,0.118
Sindhi,Pashtun,2.256,14,17,0.171
Lithuania-AJ,Palestinian,1.701,27,33,0.07
Veps,Roman-Iberia,2.67,12,28,0.157
Hungarian,Hungary-AJ,4.524,21,26,0.189
Italian-North,Yemenite-Highlands,1.165,12,29,0.103
Armenian,Sardinian,1.53,18,20,0.114
BedouinB,Mozabite,2.307,12,21,0.199
Kabardian,Egyptian,0.808,13,18,0.104
Tabasaran,Sardinian,1.287,12,20,0.13
Chuvash,Spanish-Catalonia,2.59,18,57,0.088
Russian-Arctic,Tatar-Siberia,6.259,17,21,0.232
Icelandic,Komi,6.266,12,18,0.305
Finn,Yemenite-Highlands,0.743,11,29,0.081
Iranian-North,Udmurt,1.336,12,14,0.151
Tuscan,Komi,2.993,15,18,0.19
Lithuanian,Hungary-AJ,4.338,13,26,0.235
Czechia-AJ,Kazakh-West,0.777,13,13,0.115
Croat,Lithuania-AJ,3.383,14,27,0.161
Gujarati,Germany-AJ,0.705,17,26,0.07
Greek-South,Pole,4.235,16,19,0.206
Egyptian,Nogai,0.752,18,25,0.071
Belarusian,mixed-AJ,4.985,14,204,0.087
Greek-North,Lezgin,1.67,13,13,0.158
Sardinian,Bashkir,1.189,20,56,0.059
Abkhasian,Kazakh-East,0.889,12,13,0.142
Kazakh-West,Udmurt,2.909,13,14,0.212
Jew-Bulgarian,Mordvin,2.231,26,34,0.091
Udmurt,Iranian-Central,1.476,14,22,0.113
Ukranian-Central,Sicilian-West,2.51,12,14,0.222
Slovakian,Egyptian,1.205,15,18,0.115
Romania-AJ,Spanish-Catalonia,3.099,23,57,0.084
Lezgin,Hungarian,2.1,13,21,0.156
Brahui,Russian-Central,1.395,21,58,0.061
Sindhi,Chuvash,1.013,14,18,0.102
German,Uzbek-East,1.779,13,21,0.136
Ukraine-AJ,Russian-Central,3.888,38,58,0.077
Lithuania-AJ,Mordvin,3.366,27,34,0.104
Veps,Yemenite-Highlands,0.673,12,29,0.077
Kabardian,Komi,2.794,13,18,0.178
Hungarian,Georgian,1.399,21,26,0.087
Jew-Italian,mixed-AJ,43.049,11,204,0.634
Tabasaran,Baloch,1.573,12,20,0.15
Armenian,Baloch,1.394,18,20,0.104
Italian-North,Spanish-Balearic,3.928,12,29,0.179
Russian-Arctic,Spanish-Central,3.488,17,21,0.161
BedouinB,Iranian-Central,1.122,12,22,0.113
Finn,Spanish-Balearic,4.362,11,29,0.202
Icelandic,Azeri,2.031,12,18,0.171
Chuvash,Poland-AJ,2.404,18,57,0.088
Tuscan,Azeri,1.458,15,18,0.12
Iranian-North,Belarus-AJ,1.53,12,14,0.161
Lithuanian,Georgian,1.554,13,26,0.118
Czechia-AJ,Lithuanian,3.82,13,13,0.284
Gujarati,Tatar-Volga,0.946,17,26,0.076
Croat,Roman-Iberia,3.144,14,28,0.167
Greek-South,Sardinian,1.622,16,20,0.108
Greek-North,Kazakh-East,0.969,13,13,0.129
Basque-France,Croat,3.053,14,14,0.219
Egyptian,Kyrgyz-North,0.441,18,25,0.053
Kazakh-West,Belarus-AJ,0.986,13,14,0.123
Abkhasian,Kazakh-West,0.706,12,13,0.113
Udmurt,Romania-AJ,2.278,14,23,0.16
Sardinian,Spanish-Catalonia,2.864,20,57,0.086
Ukranian-Central,Udmurt,4.811,12,14,0.287
Slovakian,Komi,7.985,15,18,0.304
Lezgin,Mozabite,0.658,13,21,0.077
Sindhi,Ossetian,0.967,14,18,0.096
German,Tatar-Siberia,3.277,13,21,0.196
Brahui,mixed-AJ,1.248,21,204,0.03
Kabardian,Azeri,1.629,13,18,0.148
Veps,Spanish-Balearic,3.814,12,29,0.173
Hungarian,Germany-AJ,3.856,21,26,0.175
Italian-Northwest,Ukranian-Central,3.547,11,12,0.293
Finn,Druze,1.552,11,30,0.113
Armenian,Swede,1.684,18,20,0.113
Italian-North,Druze,1.704,12,30,0.119
Tabasaran,Swede,3.185,12,20,0.208
Tuscan,Armenian,1.788,15,18,0.142
Iranian-North,Sindhi,0.965,12,14,0.128
Russian-Arctic,Hungarian,8.152,17,21,0.275
BedouinB,Romania-AJ,1.662,12,23,0.14
Icelandic,Armenian,1.948,12,18,0.153
Czechia-AJ,Balkar,1.688,13,13,0.173
Lithuanian,Germany-AJ,3.746,13,26,0.188
Gujarati,Yemenite-Desert,0.563,17,27,0.062
Croat,Yemenite-Highlands,0.941,14,29,0.084
Greek-South,Baloch,1.212,16,20,0.106
Jew-Bulgarian,Ukraine-AJ,31.356,26,38,0.522
Greek-North,Kazakh-West,1.313,13,13,0.162
Basque-France,Sicilian-West,2.578,14,14,0.205
Egyptian,Yemenite-Northwest,1.612,18,26,0.119
Kazakh-West,Sindhi,0.796,13,14,0.111
Chuvash,Russian-Central,9.799,18,58,0.174
Abkhasian,Lithuanian,1.862,12,13,0.194
Udmurt,BedouinA,0.805,14,23,0.082
Sardinian,Poland-AJ,1.978,20,57,0.074
Slovakian,Azeri,1.902,15,18,0.137
Lezgin,Iranian-Central,1.329,13,22,0.119
Ukranian-Central,Belarus-AJ,5.106,12,14,0.317
Sindhi,Turk-Northwest,1.053,14,18,0.106
German,Spanish-Central,3.926,13,21,0.208
Uzbek-East,Tatar-Siberia,2.824,21,21,0.136
Kabardian,Armenian,1.775,13,18,0.156
Veps,Druze,1.554,12,30,0.108
Finn,Adygei,3.275,11,31,0.176
Tuscan,Pole,3.54,15,19,0.188
Czechia-AJ,Kabardian,1.574,13,13,0.161
Armenian,Brahui,1.148,18,21,0.093
Italian-Northwest,Tabasaran,1.962,11,12,0.209
Italian-North,Adygei,2.289,12,31,0.135
Hungarian,Tatar-Volga,6.595,21,26,0.207
Iranian-North,Italian-South,1.385,12,15,0.141
Tabasaran,Brahui,1.172,12,21,0.113
Russian-Arctic,Mozabite,1.227,17,21,0.11
Gujarati,Lithuania-AJ,0.962,17,27,0.084
Croat,Spanish-Balearic,3.147,14,29,0.145
Lithuanian,Tatar-Volga,10.171,13,26,0.311
Icelandic,Pole,7.134,12,19,0.281
Greek-South,Swede,2.819,16,20,0.169
Greek-North,Lithuanian,5.406,13,13,0.32
Basque-France,Udmurt,2.826,14,14,0.221
BedouinB,BedouinA,18.154,12,23,1.473
Egyptian,Jew-Bulgarian,1.175,18,26,0.087
Kazakh-West,Italian-South,0.797,13,15,0.116
Abkhasian,Balkar,9.475,12,13,0.574
Slovakian,Armenian,2.001,15,18,0.146
Udmurt,Nogai,3.668,14,25,0.18
Lezgin,Romania-AJ,1.898,13,23,0.134
Sindhi,Egyptian,0.613,14,18,0.09
Sardinian,Russian-Central,2.153,20,58,0.071
Ukranian-Central,Sindhi,1.312,12,14,0.152
Chuvash,mixed-AJ,2.385,18,204,0.044
German,Hungarian,7.824,13,21,0.303
Lithuania-AJ,Ukraine-AJ,85.24,27,38,0.74
Uzbek-East,Spanish-Central,1.208,21,21,0.085
Jew-Bulgarian,Russia-AJ,26.634,26,39,0.555
Kabardian,Pole,3.42,13,19,0.205
Veps,Adygei,3.097,12,31,0.155
Finn,Tajik,2.501,11,32,0.143
Tuscan,Sardinian,2.39,15,20,0.154
Czechia-AJ,Belarusian,4.622,13,14,0.362
Armenian,Uzbek-East,0.902,18,21,0.087
Italian-Northwest,Veps,4.333,11,12,0.314
Iranian-North,Tuscan,1.252,12,15,0.137
Hungarian,Yemenite-Desert,0.85,21,27,0.067
Russian-Arctic,Iranian-Central,1.783,17,22,0.135
Lithuanian,Yemenite-Desert,0.82,13,27,0.088
Gujarati,Roman-Iberia,0.944,17,28,0.077
Italian-North,Tajik,1.877,12,32,0.12
Tabasaran,Uzbek-East,1.514,12,21,0.14
Greek-North,Balkar,1.989,13,13,0.183
Croat,Druze,1.353,14,30,0.101
Romania-AJ,Poland-AJ,86.612,23,57,0.696
Basque-France,Belarus-AJ,2.597,14,14,0.186
Greek-South,Brahui,1.152,16,21,0.111
Icelandic,Sardinian,2.608,12,20,0.197
Egyptian,Hungary-AJ,1.372,18,26,0.092
BedouinB,Nogai,0.706,12,25,0.089
Kazakh-West,Tuscan,0.859,13,15,0.107
Abkhasian,Kabardian,8.711,12,13,0.578
Sindhi,Komi,1.71,14,18,0.155
Lezgin,BedouinA,0.825,13,23,0.089
Slovakian,Pole,12.952,15,19,0.345
Udmurt,Kyrgyz-North,2.911,14,25,0.16
Ukranian-Central,Italian-South,3.047,12,15,0.251
Ossetian,Turk-Northwest,1.846,18,18,0.128
German,Mozabite,1.056,13,21,0.105
Sardinian,mixed-AJ,2.076,20,204,0.039
Uzbek-East,Hungarian,1.956,21,21,0.111
Jew-Bulgarian,Bashkir,1.478,26,56,0.059
Kabardian,Sardinian,1.177,13,20,0.113
Tuscan,Baloch,1.353,15,20,0.117
Finn,Palestinian,1.534,11,33,0.114
Czechia-AJ,Basque-France,2.291,13,14,0.194
Veps,Tajik,2.33,12,32,0.135
Armenian,Tatar-Siberia,0.824,18,21,0.079
Greek-North,Kabardian,2.095,13,13,0.181
Hungarian,Lithuania-AJ,4.209,21,27,0.169
Italian-Northwest,Norwegian,4.193,11,12,0.264
Iranian-North,Slovenian,1.427,12,15,0.153
Gujarati,Yemenite-Highlands,0.421,17,29,0.047
Lithuanian,Lithuania-AJ,4.694,13,27,0.21
Russian-Arctic,Romania-AJ,3.305,17,23,0.164
Basque-France,Sindhi,1.145,14,14,0.144
Italian-North,Palestinian,1.776,12,33,0.117
Croat,Adygei,2.532,14,31,0.133
Tabasaran,Tatar-Siberia,1.451,12,21,0.123
Greek-South,Uzbek-East,0.942,16,21,0.086
Egyptian,Georgian,0.882,18,26,0.073
Icelandic,Baloch,2.052,12,20,0.153
Kazakh-West,Slovenian,1.49,13,15,0.146
Romania-AJ,Russian-Central,3.51,23,58,0.088
BedouinB,Kyrgyz-North,0.65,12,25,0.084
Abkhasian,Belarusian,1.999,12,14,0.161
Sindhi,Azeri,0.954,14,18,0.108
Udmurt,Yemenite-Northwest,0.635,14,26,0.07
Slovakian,Sardinian,2.292,15,20,0.144
Lezgin,Nogai,1.563,13,25,0.124
Ossetian,Egyptian,0.759,18,18,0.085
Ukranian-Central,Tuscan,3.053,12,15,0.218
German,Iranian-Central,1.491,13,22,0.127
Baloch,Swede,1.941,20,20,0.113
Kabardian,Baloch,1.462,13,20,0.126
Uzbek-East,Mozabite,0.401,21,21,0.058
Jew-Bulgarian,Spanish-Catalonia,2.64,26,57,0.076
Czechia-AJ,Croat,3.266,13,14,0.246
Greek-North,Belarusian,6.08,13,14,0.346
Tuscan,Swede,4.126,15,20,0.206
Veps,Palestinian,1.485,12,33,0.1
Iranian-North,Slovakian,1.767,12,15,0.171
Gujarati,Spanish-Balearic,0.905,17,29,0.069
Finn,Mordvin,10.336,11,34,0.284
Armenian,Spanish-Central,1.553,18,21,0.107
Basque-France,Italian-South,2.868,14,15,0.201
Lithuanian,Roman-Iberia,3.564,13,28,0.185
Hungarian,Roman-Iberia,3.054,21,28,0.13
Russian-Arctic,BedouinA,0.926,17,23,0.08
Italian-Northwest,Abkhasian,1.883,11,12,0.216
Croat,Tajik,1.848,14,32,0.113
Tabasaran,Spanish-Central,1.969,12,21,0.162
Greek-South,Tatar-Siberia,1.263,16,21,0.107
Italian-North,Mordvin,3.398,12,34,0.159
Egyptian,Germany-AJ,1.389,18,26,0.096
Kazakh-West,Slovakian,1.804,13,15,0.159
Icelandic,Swede,11.34,12,20,0.376
BedouinB,Yemenite-Northwest,7.018,12,26,0.316
Sindhi,Armenian,0.918,14,18,0.105
Abkhasian,Basque-France,1.454,12,14,0.146
Lithuania-AJ,Russia-AJ,75.667,27,39,1.16
Udmurt,Jew-Bulgarian,1.795,14,26,0.12
Slovakian,Baloch,1.84,15,20,0.127
Ossetian,Komi,2.104,18,18,0.136
Lezgin,Kyrgyz-North,0.911,13,25,0.087
German,Romania-AJ,3.208,13,23,0.168
Ukranian-Central,Slovenian,10.032,12,15,0.436
Kabardian,Swede,3.168,13,20,0.189
Czechia-AJ,Sicilian-West,2.302,13,14,0.19
Uzbek-East,Iranian-Central,0.989,21,22,0.078
Greek-North,Basque-France,3.108,13,14,0.218
Tuscan,Brahui,1.143,15,21,0.102
Gujarati,Druze,0.705,17,30,0.061
Iranian-North,Corsican,1.183,12,16,0.137
Lithuanian,Yemenite-Highlands,0.828,13,29,0.076
Basque-France,Tuscan,3.256,14,15,0.214
Armenian,Hungarian,1.739,18,21,0.107
Hungarian,Yemenite-Highlands,0.804,21,29,0.064
Egyptian,Tatar-Volga,0.887,18,26,0.075
Croat,Palestinian,1.357,14,33,0.091
Finn,Ukraine-AJ,4.088,11,38,0.166
Russian-Arctic,Nogai,4.001,17,25,0.161
Italian-Northwest,Icelandic,4.393,11,12,0.323
Veps,Mordvin,12.488,12,34,0.296
Greek-South,Spanish-Central,2.169,16,21,0.132
Tabasaran,Hungarian,2.451,12,21,0.171
Baloch,Brahui,37.541,20,21,1.237
Kazakh-West,Corsican,0.701,13,16,0.093
Italian-North,Ukraine-AJ,3.179,12,38,0.134
Icelandic,Brahui,2.196,12,21,0.186
Sindhi,Pole,1.507,14,19,0.126
BedouinB,Jew-Bulgarian,1.409,12,26,0.118
Udmurt,Hungary-AJ,1.789,14,26,0.118
Abkhasian,Croat,1.818,12,14,0.176
Lezgin,Yemenite-Northwest,0.789,13,26,0.085
Lithuania-AJ,Bashkir,1.966,27,56,0.06
Ossetian,Azeri,1.702,18,18,0.13
Slovakian,Swede,8.202,15,20,0.282
German,BedouinA,1.174,13,23,0.113
Ukranian-Central,Slovakian,11.724,12,15,0.444
Kabardian,Brahui,1.254,13,21,0.105
Czechia-AJ,Udmurt,2.044,13,14,0.169
Greek-North,Croat,5.295,13,14,0.283
Tuscan,Uzbek-East,1.321,15,21,0.106
Uzbek-East,Romania-AJ,1.108,21,23,0.084
Gujarati,Adygei,0.757,17,31,0.065
Jew-Bulgarian,Poland-AJ,33.152,26,57,0.453
Iranian-North,Greek-South,1.086,12,16,0.127
Lithuanian,Spanish-Balearic,3.869,13,29,0.171
Basque-France,Slovenian,3.963,14,15,0.235
Armenian,Mozabite,1.095,18,21,0.102
Egyptian,Yemenite-Desert,1.514,18,27,0.11
Kazakh-West,Greek-South,0.657,13,16,0.101
Hungarian,Spanish-Balearic,3.712,21,29,0.125
Italian-Northwest,Italian-North,3.951,11,12,0.324
Greek-South,Hungarian,3.497,16,21,0.199
Croat,Mordvin,8.141,14,34,0.231
Russian-Arctic,Kyrgyz-North,2.387,17,25,0.13
Finn,Russia-AJ,3.407,11,39,0.159
Tabasaran,Mozabite,0.687,12,21,0.082
Veps,Ukraine-AJ,4.064,12,38,0.17
Baloch,Uzbek-East,1.371,20,21,0.104
Italian-North,Russia-AJ,2.896,12,39,0.137
Icelandic,Uzbek-East,1.934,12,21,0.146
Udmurt,Georgian,1.174,14,26,0.094
Sindhi,Sardinian,0.748,14,20,0.093
BedouinB,Hungary-AJ,1.731,12,26,0.122
Abkhasian,Sicilian-West,1.291,12,14,0.143
Lezgin,Jew-Bulgarian,1.661,13,26,0.115
Ossetian,Armenian,1.747,18,18,0.134
Slovakian,Brahui,1.735,15,21,0.12
Lithuania-AJ,Spanish-Catalonia,2.963,27,57,0.075
German,Nogai,2.836,13,25,0.173
Ukranian-Central,Corsican,3.18,12,16,0.22
Kabardian,Uzbek-East,1.769,13,21,0.139
Greek-North,Sicilian-West,2.491,13,14,0.199
Tuscan,Tatar-Siberia,1.261,15,21,0.11
Lithuanian,Druze,1.403,13,30,0.109
Uzbek-East,BedouinA,0.577,21,23,0.056
Gujarati,Tajik,1.264,17,32,0.082
Basque-France,Slovakian,4.252,14,15,0.232
Iranian-North,Estonian,1.595,12,16,0.164
Kazakh-West,Estonian,2.695,13,16,0.215
Armenian,Iranian-Central,1.33,18,22,0.097
Jew-Bulgarian,Russian-Central,2.367,26,58,0.068
Egyptian,Lithuania-AJ,1.452,18,27,0.099
Hungarian,Druze,1.367,21,30,0.082
Russian-Arctic,Yemenite-Northwest,0.838,17,26,0.075
Greek-South,Mozabite,0.887,16,21,0.085
Czechia-AJ,Belarus-AJ,83.014,13,14,1.732
Italian-Northwest,Circassian,1.294,11,12,0.169
Croat,Ukraine-AJ,3.588,14,38,0.141
Baloch,Tatar-Siberia,0.947,20,21,0.084
Tabasaran,Iranian-Central,1.362,12,22,0.123
Veps,Russia-AJ,3.672,12,39,0.167
Italian-North,Bashkir,2.185,12,56,0.096
Finn,Bashkir,6.994,11,56,0.196
Udmurt,Germany-AJ,1.681,14,26,0.117
Sindhi,Baloch,7.41,14,20,0.485
Icelandic,Tatar-Siberia,2.229,12,21,0.16
Lezgin,Hungary-AJ,1.797,13,26,0.121
BedouinB,Georgian,1.05,12,26,0.104
Abkhasian,Udmurt,1.315,12,14,0.148
Ossetian,Pole,2.162,18,19,0.125
Slovakian,Uzbek-East,2.325,15,21,0.148
German,Kyrgyz-North,1.587,13,25,0.124
Ukranian-Central,Greek-South,4.061,12,16,0.243
Kabardian,Tatar-Siberia,2.276,13,21,0.163
Greek-North,Udmurt,2.442,13,14,0.198
Tuscan,Spanish-Central,2.862,15,21,0.15
Lithuanian,Adygei,3.479,13,31,0.169
Gujarati,Palestinian,0.616,17,33,0.055
Basque-France,Corsican,4.001,14,16,0.279
Iranian-North,Russian-Arctic,1.421,12,17,0.129
Kazakh-West,Russian-Arctic,2.751,13,17,0.181
Uzbek-East,Nogai,2.945,21,25,0.137
Armenian,Romania-AJ,2.204,18,23,0.115
Egyptian,Roman-Iberia,0.906,18,28,0.069
Hungarian,Adygei,2.633,21,31,0.111
Czechia-AJ,Sindhi,0.901,13,14,0.129
Russian-Arctic,Jew-Bulgarian,2.123,17,26,0.12
Greek-South,Iranian-Central,1.139,16,22,0.102
Italian-Northwest,Iranian-North,1.336,11,12,0.194
Baloch,Spanish-Central,1.451,20,21,0.102
Croat,Russia-AJ,3.211,14,39,0.141
Tabasaran,Romania-AJ,1.869,12,23,0.15
Italian-North,Spanish-Catalonia,3.773,12,57,0.122
Finn,Spanish-Catalonia,4.594,11,57,0.143
Lezgin,Georgian,1.521,13,26,0.111
Sindhi,Swede,1.915,14,20,0.15
Veps,Bashkir,7.594,12,56,0.199
Udmurt,Tatar-Volga,14.388,14,26,0.445
BedouinB,Germany-AJ,1.516,12,26,0.125
Icelandic,Spanish-Central,4.863,12,21,0.243
Abkhasian,Belarus-AJ,1.947,12,14,0.173
Ossetian,Sardinian,1.319,18,20,0.101
Slovakian,Tatar-Siberia,3.445,15,21,0.183
German,Yemenite-Northwest,0.802,13,26,0.082
Greek-North,Belarus-AJ,2.663,13,14,0.219
Kabardian,Spanish-Central,1.935,13,21,0.136
Tuscan,Hungarian,3.338,15,21,0.187
Ukranian-Central,Estonian,14.924,12,16,0.481
Lithuanian,Tajik,2.584,13,32,0.135
Gujarati,Mordvin,1.103,17,34,0.077
Basque-France,Greek-South,2.11,14,16,0.163
Kazakh-West,Karelian,2.684,13,17,0.213
Iranian-North,Karelian,1.109,12,17,0.123
Egyptian,Yemenite-Highlands,1.589,18,29,0.101
Czechia-AJ,Italian-South,2.338,13,15,0.19
Armenian,BedouinA,1.322,18,23,0.1
Hungarian,Tajik,2.124,21,32,0.093
Uzbek-East,Kyrgyz-North,3.637,21,25,0.156
Russian-Arctic,Hungary-AJ,3.162,17,26,0.161
Greek-South,Romania-AJ,2.317,16,23,0.136
Baloch,Hungarian,1.638,20,21,0.112
Italian-Northwest,BedouinB,1.299,11,12,0.193
Tabasaran,BedouinA,1.057,12,23,0.113
Croat,Bashkir,3.937,14,56,0.128
Sindhi,Brahui,5.69,14,21,0.308
Finn,Poland-AJ,3.449,11,57,0.133
Lezgin,Germany-AJ,1.816,13,26,0.128
Italian-North,Poland-AJ,3.138,12,57,0.124
Udmurt,Yemenite-Desert,0.512,14,27,0.058
BedouinB,Tatar-Volga,0.944,12,26,0.095
Abkhasian,Sindhi,1.06,12,14,0.149
Icelandic,Hungarian,5.907,12,21,0.248
Ossetian,Baloch,1.235,18,20,0.108
Veps,Spanish-Catalonia,4.26,12,57,0.124
Slovakian,Spanish-Central,4.009,15,21,0.187
German,Jew-Bulgarian,2.64,13,26,0.159
Greek-North,Sindhi,0.997,13,14,0.122
Kabardian,Hungarian,3.126,13,21,0.185
Lithuanian,Palestinian,1.378,13,33,0.1
Tuscan,Mozabite,1.413,15,21,0.123
Kazakh-West,Gujarati,0.511,13,17,0.086
Gujarati,Ukraine-AJ,0.815,17,38,0.058
Basque-France,Estonian,4.333,14,16,0.241
Ukranian-Central,Russian-Arctic,11.495,12,17,0.384
Iranian-North,Gujarati,0.723,12,17,0.102
Czechia-AJ,Tuscan,2.413,13,15,0.184
Egyptian,Spanish-Balearic,1.086,18,29,0.079
Armenian,Nogai,1.218,18,25,0.092
Hungarian,Palestinian,1.36,21,33,0.076
Russian-Arctic,Georgian,1.264,17,26,0.089
Uzbek-East,Yemenite-Northwest,0.667,21,26,0.065
Greek-South,BedouinA,0.946,16,23,0.086
Baloch,Mozabite,0.658,20,21,0.075
Italian-Northwest,Jew-Uzbek,1.546,11,12,0.175
Lezgin,Tatar-Volga,2.214,13,26,0.143
Sindhi,Uzbek-East,1.069,14,21,0.1
Udmurt,Lithuania-AJ,2.185,14,27,0.133
Tabasaran,Nogai,2.02,12,25,0.142
Croat,Spanish-Catalonia,3.564,14,57,0.113
Italian-North,Russian-Central,3.422,12,58,0.121
BedouinB,Yemenite-Desert,6.79,12,27,0.297
Abkhasian,Italian-South,1.822,12,15,0.171
Ossetian,Swede,2.221,18,20,0.136
German,Hungary-AJ,3.367,13,26,0.201
Icelandic,Mozabite,1.373,12,21,0.128
Finn,Russian-Central,14.64,11,58,0.308
Greek-North,Italian-South,2.483,13,15,0.188
Slovakian,Hungarian,9.847,15,21,0.312
Veps,Poland-AJ,3.694,12,57,0.138
Kabardian,Mozabite,0.684,13,21,0.084
Lithuania-AJ,Poland-AJ,88.823,27,57,0.621
Kazakh-West,Pashtun,0.893,13,17,0.101
Tuscan,Iranian-Central,1.387,15,22,0.108
Gujarati,Russia-AJ,0.806,17,39,0.058
Basque-France,Russian-Arctic,3.46,14,17,0.203
Czechia-AJ,Slovenian,3.282,13,15,0.226
Lithuanian,Mordvin,13.567,13,34,0.336
Iranian-North,Pashtun,1.142,12,17,0.128
Egyptian,Druze,1.186,18,30,0.083
Ukranian-Central,Karelian,12.007,12,17,0.435
Russian-Arctic,Germany-AJ,2.537,17,26,0.126
Uzbek-East,Jew-Bulgarian,0.915,21,26,0.07
Armenian,Kyrgyz-North,0.727,18,25,0.067
Lezgin,Yemenite-Desert,0.98,13,27,0.092
Greek-South,Nogai,1.494,16,25,0.104
Baloch,Iranian-Central,1.88,20,22,0.139
Italian-Northwest,Greek-North,2.695,11,13,0.23
Hungarian,Mordvin,8.19,21,34,0.195
Sindhi,Tatar-Siberia,1.061,14,21,0.095
Udmurt,Roman-Iberia,1.834,14,28,0.12
Croat,Poland-AJ,3.326,14,57,0.123
German,Georgian,1.296,13,26,0.113
Tabasaran,Kyrgyz-North,1.072,12,25,0.1
BedouinB,Lithuania-AJ,1.579,12,27,0.119
Greek-North,Tuscan,2.882,13,15,0.189
Abkhasian,Tuscan,1.621,12,15,0.159
Slovakian,Mozabite,1.26,15,21,0.102
Ossetian,Brahui,1.18,18,21,0.093
Icelandic,Iranian-Central,1.358,12,22,0.117
Kabardian,Iranian-Central,1.148,13,22,0.107
Italian-North,mixed-AJ,3.131,12,204,0.062
Finn,mixed-AJ,3.337,11,204,0.068
Kazakh-West,Chuvash,3.323,13,18,0.217
Lithuania-AJ,Russian-Central,3.438,27,58,0.079
Tuscan,Romania-AJ,2.462,15,23,0.145
Gujarati,Bashkir,0.948,17,56,0.052
Basque-France,Karelian,3.938,14,17,0.201
Czechia-AJ,Slovakian,3.832,13,15,0.286
Egyptian,Adygei,0.958,18,31,0.072
Iranian-North,Chuvash,0.943,12,18,0.108
Veps,Russian-Central,18.67,12,58,0.353
Lithuanian,Ukraine-AJ,4.941,13,38,0.19
Uzbek-East,Hungary-AJ,1.398,21,26,0.091
Ukranian-Central,Gujarati,1.225,12,17,0.124
Armenian,Yemenite-Northwest,1.274,18,26,0.095
Lezgin,Lithuania-AJ,1.633,13,27,0.121
Jew-Bulgarian,mixed-AJ,32.853,26,204,0.235
Russian-Arctic,Tatar-Volga,11.459,17,26,0.294
Greek-South,Kyrgyz-North,0.835,16,25,0.08
Baloch,Romania-AJ,1.691,20,23,0.107
Italian-Northwest,German,3.912,11,13,0.266
Sindhi,Spanish-Central,1.198,14,21,0.11
Udmurt,Yemenite-Highlands,0.622,14,29,0.063
Hungarian,Ukraine-AJ,4.489,21,38,0.154
German,Germany-AJ,2.777,13,26,0.168
Greek-North,Slovenian,4.551,13,15,0.247
Tabasaran,Yemenite-Northwest,1.014,12,26,0.098
BedouinB,Roman-Iberia,0.969,12,28,0.094
Abkhasian,Slovenian,1.913,12,15,0.169
Croat,Russian-Central,8.993,14,58,0.189
Ossetian,Uzbek-East,1.452,18,21,0.113
Slovakian,Iranian-Central,1.946,15,22,0.132
Icelandic,Romania-AJ,3.555,12,23,0.189
Kabardian,Romania-AJ,1.789,13,23,0.134
Kazakh-West,Ossetian,1.406,13,18,0.161
Circassian,Iranian-North,1.151,12,12,0.144
Jew-Italian,Italian-Northwest,2.44,11,11,0.221
Gujarati,Spanish-Catalonia,1.008,17,57,0.054
Basque-France,Gujarati,0.835,14,17,0.103
Tuscan,BedouinA,1.196,15,23,0.102
Czechia-AJ,Corsican,2.673,13,16,0.19
Egyptian,Tajik,0.671,18,32,0.056
Iranian-North,Ossetian,1.227,12,18,0.127
Lithuanian,Russia-AJ,4.008,13,39,0.189
Armenian,Jew-Bulgarian,1.816,18,26,0.108
Uzbek-East,Georgian,0.874,21,26,0.074
Ukranian-Central,Pashtun,1.603,12,17,0.152
Lezgin,Roman-Iberia,1.386,13,28,0.118
Greek-South,Yemenite-Northwest,1.052,16,26,0.085
Hungary-AJ,Georgian,1.375,26,26,0.076
Russian-Arctic,Yemenite-Desert,0.677,17,27,0.069
